case_id,question,choices,route,task_match,selected_prototype_ids,target_phenotypes,phenotype_relevance_score,reason,use_pathology_agent
TCGA-BH-A0EE,what is the hormone receptor status of the tumor?,"[""er and pr positive"", ""er and pr negative"", ""er positive, pr negative"", ""er negative, pr positive""]",phenotype_direct,direct,"[""P013"", ""P014""]","[""ER_status_label"", ""PR_status_label""]",1.0,"The question asks for ER and PR status, which are directly covered by prototypes P013 (ER_status_label) and P014 (PR_status_label).",False
TCGA-BH-A0EE,what is the her-2/neu status of the tumor?,"[""her-2/neu positive"", ""her-2/neu negative"", ""her-2/neu equivocal"", ""her-2/neu indeterminate""]",phenotype_direct,direct,"[""P015""]","[""HER2_status_label""]",1.0,"The question explicitly asks for HER2 status, which is directly covered by prototype P015 (HER2_status_label), despite the limitation that it is a WSI-derived prediction rather than a measured assay fact.",True
TCGA-BH-A0EE,what is the final pathological stage of the tumor?,"[""pt1, pn0, pmx"", ""pt2, pn1, pmx"", ""pt3, pn0, pmx"", ""pt4, pn2, pr1""]",nonvisual,none,[],[],0.0,"The question asks for the 'final pathological stage' (TNM classification), which is a clinical staging determination based on tumor size, lymph node involvement, and metastasis status. This requires specific clinical measurements and report data not derivable from H&E morphology or the provided WSI-derived phenotype prototypes.",False
TCGA-A2-A0CZ,what type of breast cancer did the patient have?,"[""medullary carcinoma"", ""invasive ductal carcinoma with lobular features"", ""ductal carcinoma in situ"", ""invasive lobular carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histological type of breast cancer, which is directly covered by the 'histological_type_label' prototype (P001) that lists medullary, ductal, lobular, and DCIS types.",True
TCGA-A2-A0CZ,was there any tumor necrosis or microcalcifications?,"[""yes, there was both tumor necrosis and microcalcifications"", ""no, there was no tumor necrosis or microcalcifications"", ""there was tumor necrosis, but no microcalcifications"", ""there were microcalcifications, but no tumor necrosis""]",phenotype_direct,direct,"[""P008"", ""P010""]","[""necrosis_binary"", ""microcalcification_binary""]",1.0,"The question explicitly asks for the presence of tumor necrosis and microcalcifications, which are directly covered by prototypes P008 (necrosis_binary) and P010 (microcalcification_binary).",True
TCGA-A2-A0CZ,what was the final pathologic stage of the cancer?,"[""pt2n1"", ""pt3n1"", ""pt2n0"", ""pt1n0""]",nonvisual,none,[],[],0.0,"The question asks for the final pathologic stage (TNM classification), which is a clinical staging determination based on tumor size, node involvement, and metastasis status. This requires specific clinical measurements and report data not derivable from H&E morphology or the provided WSI-derived phenotype prototypes.",False
TCGA-A2-A0CZ,was her-2 positive or negative by immunohistochemistry?,"[""positive"", ""negative"", ""fish amplification"", ""not mentioned""]",nonvisual,none,[],[],0.0,"The question explicitly asks for the result of a specific immunohistochemistry assay ('by immunohistochemistry'), which constitutes a measured clinical fact rather than a WSI-derived morphological prediction; therefore, it falls under the nonvisual route as per the instruction to treat questions asking what an assay actually showed as nonvisual.",False
TCGA-A2-A0CZ,what type of additional pathologic changes were mentioned?,"[""squamous metaplasia, papillary carcinoma, and spindle cell neoplasm"", ""cystic change, apocrine metaplasia, and columnar cell change"", ""lobular carcinoma in situ, atypical ductal hyperplasia, and radial scar"", ""metaplastic carcinoma, angiosarcoma, and dermatofibroma""]",nonvisual,none,[],[],0.0,"The question asks for 'additional pathologic changes' mentioned in a report or context, which refers to specific descriptive findings (like squamous metaplasia or cystic change) that are not covered by the provided catalog prototypes of histological type, grade, or receptor status, and cannot be determined solely by WSI morphology prediction without the specific report text.",False
TCGA-AQ-A54N,what was the size of the tumor?,"[""0.3 cm"", ""4.9 cm"", ""2.1 cm"", ""1.5 cm""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic clinical measurement not visible on H&E slides or derivable from the provided WSI-derived morphology prototypes.,False
TCGA-AQ-A54N,was lymphovascular invasion present?,"[""yes"", ""no"", ""not mentioned"", ""unclear""]",phenotype_direct,direct,"[""P007""]","[""lymphovascular_invasion_label""]",1.0,"Prototype P007 directly covers the lymphovascular invasion label, matching the question's target exactly.",False
TCGA-AQ-A54N,what was the grade of the tumor?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the tumor grade, which is directly covered by prototype P006 (histologic_grade_label) providing a multiclass prediction of grade 1, 2, or 3.",True
TCGA-AQ-A54N,was the tumor multifocal or unifocal?,"[""multifocal"", ""unifocal"", ""not mentioned"", ""unclear""]",nonvisual,none,[],[],0.0,"Determining whether a tumor is multifocal or unifocal requires knowledge of the spatial distribution of tumor foci across the entire specimen or multiple biopsies, which is a macroscopic/pathological staging feature not derivable from the provided WSI-derived histological phenotype prototypes.",False
TCGA-AQ-A54N,were any microcalcifications identified?,"[""yes"", ""no"", ""not mentioned"", ""unclear""]",phenotype_direct,direct,"[""P010""]","[""microcalcification_binary""]",1.0,"The question explicitly asks for the presence of microcalcifications, which is directly covered by the 'microcalcification_binary' prototype (P010).",True
TCGA-D8-A13Z,what were the measurements of the tumor in the breast?,"[""45.1*2.5 cm"", ""45.1*2.6 cm"", ""45.2*2.5 cm"", ""45.2*2.6 cm""]",nonvisual,none,[],[],0.0,"The question asks for specific macroscopic tumor measurements (dimensions in cm), which are clinical report facts or physical measurements not derivable from histological morphology or WSI predictions.",False
TCGA-D8-A13Z,what were the results of the examination for estrogen and progesterone receptors?,"[""positive"", ""negative"", ""inconclusive"", ""not tested""]",nonvisual,none,[],[],0.0,"The question explicitly asks for the results of a specific clinical assay (ER and PR receptor examination), which constitutes a measured report fact rather than a WSI-derived morphological prediction or visible H&E feature.",False
TCGA-D8-A13Z,what was the reaction of the her2 protein?,"[""positive"", ""negative"", ""inconclusive"", ""not tested""]",nonvisual,none,[],[],0.0,"The question asks for the specific result of a HER2 protein assay (IHC or FISH), which is a measured clinical fact, not a WSI-derived morphological prediction or H&E visible feature.",False
TCGA-D8-A13Z,what size was the second tumor?,"[""1.1*1.2 cm"", ""1.1*1.3 cm"", ""1.2*1.2 cm"", ""1.2*1.3 cm""]",nonvisual,none,[],[],0.0,"The question asks for the macroscopic size of a specific tumor, which is a clinical measurement found in the pathology report or surgical record, not a feature visible or predictable from the WSI histology images.",False
TCGA-BH-A42U,what is the size of the tumor?,"[""2 cm"", ""3 cm"", ""4 cm"", ""5 cm""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic clinical measurement not derivable from H&E morphology or WSI-derived phenotype prototypes.,False
TCGA-BH-A42U,what is the result of cadherin immunostaining?,"[""positive"", ""negative"", ""equivocal"", ""not mentioned""]",nonvisual,none,[],[],0.0,"The question asks for the result of a specific immunostaining assay (cadherin), which is a measured clinical fact or report finding, not a WSI-derived morphological phenotype prediction.",False
TCGA-BH-A42U,what is the status of lymphatic or vascular invasion?,"[""positive"", ""negative"", ""equivocal"", ""not mentioned""]",phenotype_direct,direct,"[""P007""]","[""lymphovascular_invasion_label""]",1.0,Prototype P007 directly covers the lymphovascular invasion status with labels matching the question's options.,True
TCGA-BH-A42U,what is the stage classification of the tumor?,"[""t1n0mx"", ""t2n0mx"", ""t3n0mx"", ""t4n0mx""]",nonvisual,none,[],[],0.0,"The question asks for the TNM stage classification (T1-T4, N0, Mx), which is a clinical staging system based on tumor size, lymph node involvement, and metastasis status. This information is not directly visible or predictable from H&E morphology alone and requires clinical measurement and pathological reporting, making it a nonvisual task.",False
TCGA-AC-A3TM,what is the size of the invasive tumor in the breast?,"[""7 cm"", ""2 cm"", ""4 cm"", ""10 cm""]",nonvisual,none,[],[],0.0,"The question asks for the exact macroscopic size of the tumor, which is a clinical measurement obtained from the pathology report or gross examination, not a feature visible or predictable from the WSI histology images.",False
TCGA-AC-A3TM,what is the grade of the cancer according to the bloom-richardson grading system?,"[""grade ii"", ""grade i"", ""grade iii"", ""grade iv""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the Bloom-Richardson grade, which corresponds directly to the 'histologic_grade_label' field (P006) in the catalog.",True
TCGA-AC-A3TM,what is the tnm stage of the cancer?,"[""t3n(mi)"", ""t2n0"", ""t1n1"", ""t4n3""]",nonvisual,none,[],[],0.0,"TNM staging (specifically T and N components) relies on tumor size, lymph node count, and metastasis status which are clinical/pathological report facts or macroscopic measurements not derivable from H&E morphology prototypes.",False
TCGA-AC-A3TM,are the surgical margins positive or negative?,"[""negative"", ""positive"", ""indeterminate"", ""not mentioned in the slide""]",nonvisual,none,[],[],0.0,"Surgical margin status is a clinical report fact regarding the resection specimen's edges, which cannot be determined from WSI morphology or any provided catalog prototype.",False
TCGA-A8-A07U,what is the size of the invasive ductal breast carcinoma?,"[""3.0 centimeters"", ""2.2 centimeters"", ""1.5 centimeters"", ""2.8 centimeters""]",nonvisual,none,[],[],0.0,"The question asks for the exact macroscopic size of the tumor, which is a clinical measurement documented in the pathology report or surgical record and cannot be determined from WSI-derived histological prototypes.",False
TCGA-A8-A07U,what type of tumor is the breast carcinoma?,"[""infiltrating lobular carcinoma"", ""intraductal carcinoma"", ""invasive ductal carcinoma"", ""medullary carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histological type of the breast carcinoma, which is directly covered by the 'histological_type_label' field in prototype P001.",True
TCGA-A8-A07U,what is the grade of the tumor?,"[""grade 2"", ""grade 3"", ""grade 1"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the tumor grade, which is directly covered by prototype P006 (histologic_grade_label) providing a multiclass prediction of grade 1, 2, or 3.",True
TCGA-A8-A07U,what stage is the tumor classified as?,"[""stage ii"", ""stage ia"", ""stage iib"", ""stage iiia""]",phenotype_direct,direct,"[""P016""]","[""ajcc_pathologic_stage""]",1.0,"The question explicitly asks for the tumor stage, which corresponds directly to the 'ajcc_pathologic_stage' field in prototype P016.",False
TCGA-A2-A0EM,what is the ajcc staging for this case?,"[""t1an0m0,"", ""t1bn1m0,"", ""t1bnomx,"", ""t1cn0m0""]",nonvisual,none,[],[],0.0,"AJCC staging is a composite clinical-pathological metric requiring tumor size, nodal status, and metastasis data from the pathology report, which cannot be derived from WSI morphology or molecular assays alone.",False
TCGA-A2-A0EM,what is the size of the infiltrative ductal carcinoma?,"[""1mm,"", ""1cm,"", ""1dm,"", ""1m""]",nonvisual,none,[],[],0.0,"The question asks for the macroscopic size of the tumor, which is a clinical measurement not derivable from H&E morphology or WSI-derived phenotype prototypes.",False
TCGA-A2-A0EM,what type of pattern does the infiltrative ductal carcinoma demonstrate?,"[""acinar pattern,"", ""cystic pattern,"", ""papillary pattern,"", ""cribiform pattern""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",0.95,"The question asks for the histologic pattern of infiltrative ductal carcinoma, which is directly covered by the 'histological_type_label' prototype (P001) that includes 'infiltrating ductal carcinoma' as a specific label.",True
TCGA-A2-A0EM,what can be found in fibrocystic changes?,"[""fibrosis,"", ""cysts,"", ""apocrine metaplasia,"", ""all of the above""]",morphology_only,none,[],[],0.0,"The question asks for the histological components of fibrocystic changes (fibrosis, cysts, apocrine metaplasia), which are benign architectural and cellular features visible on H&E but are not covered by the provided catalog prototypes focused on carcinoma types, grade, or molecular status.",True
TCGA-A2-A0EM,was lymphovascular space invasion identified?,"[""yes,"", ""no,"", ""unclear,"", ""not mentioned""]",phenotype_direct,direct,"[""P007""]","[""lymphovascular_invasion_label""]",1.0,"The question explicitly asks for the identification of lymphovascular space invasion, which is directly covered by prototype P007 (lymphovascular_invasion_label).",True
TCGA-A2-A0EM,what is the distance between the nearest margin and the tumor?,"[""2mm,"", ""2cm,"", ""2dm,"", ""2m""]",nonvisual,none,[],[],0.0,"The question asks for a specific macroscopic measurement (distance between margin and tumor) which is a clinical report fact or physical measurement, not a histologic feature visible on H&E or covered by the provided WSI-derived phenotype prototypes.",False
TCGA-A8-A097,what is the provisional tumor classification?,"[""not otherwise specified (nos), grade iii"", ""well differentiated invasive ductal carcinoma"", ""grade i, with stage t2"", ""medullary carcinoma""]",phenotype_direct,direct,"[""P001"", ""P006""]","[""histological_type_label"", ""histologic_grade_label""]",0.95,"The question asks for 'provisional tumor classification', and the choices explicitly combine histological type (e.g., 'invasive ductal carcinoma', 'medullary carcinoma') with grade (e.g., 'grade iii', 'grade i'). Prototypes P001 (histological_type_label) and P006 (histologic_grade_label) directly cover these core components.",True
TCGA-A8-A097,what is the size of the tumor?,"[""3.1 cm"", ""2.8 cm"", ""1.5 cm"", ""5.2 cm""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic clinical measurement not derivable from H&E morphology or WSI-derived phenotype prototypes.,False
TCGA-A8-A097,what is the diagnosis given in the pathological slide?,"[""well differentiated invasive ductal carcinoma"", ""poorly differentiated invasive ductal carcinoma with an intraductal component"", ""medullary carcinoma with micrometastasis"", ""not otherwise specified (nos), grade iii""]",phenotype_direct,direct,"[""P001"", ""P006"", ""P004""]","[""histological_type_label"", ""histologic_grade_label"", ""dcis_binary""]",0.95,"The question asks for a specific histologic diagnosis (type, grade, and presence of intraductal component) which is directly covered by the histological type label (P001), histologic grade label (P006), and DCIS binary label (P004) prototypes.",True
TCGA-A8-A097,what is the stage of the tumor?,"[""stage t1"", ""stage t2"", ""stage t3"", ""stage t4""]",nonvisual,none,[],[],0.0,"Tumor stage (T1-T4) is a clinical classification based on tumor size, lymph node involvement, and metastasis, which cannot be determined from H&E morphology or WSI-derived phenotype prototypes alone.",False
TCGA-A8-A097,what is the presence of micrometastasis?,"[""no micrometastasis present"", ""presence of micrometastasis -n1mi(sn)lovoro"", ""micrometastasis detected in the axillary lymph nodes"", ""micrometastasis confirmed in the distant organs""]",nonvisual,none,[],[],0.0,"The question asks for the presence of micrometastasis, which is a clinical staging and pathological reporting fact (N1mi) determined by surgical pathology review of lymph nodes, not a feature directly visible or predictable from the primary tumor's H&E morphology or WSI-derived phenotype prototypes.",False
TCGA-A8-A097,what is the tumor grade?,"[""grade i"", ""grade ii"", ""grade iii"", ""grade iv""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for tumor grade, which is directly covered by prototype P006 (histologic_grade_label) providing a multiclass label for grade 1, 2, or 3.",True
TCGA-A2-A1FX,what was the patient's pre-operative diagnosis?,"[""melanoma"", ""thyroid cancer"", ""colon cancer"", ""breast cancer""]",nonvisual,none,[],[],0.0,"The question asks for the 'pre-operative diagnosis', which is a clinical fact documented in the patient's medical history or surgical report, not a feature visible on the WSI or derived from the provided pathology prototypes.",False
TCGA-A2-A1FX,what stains were performed to support the diagnosis?,"[""hematoxylin and eosin"", ""alcian blue"", ""cytokeratin and e-cadherin"", ""periodic acid-schiff (pas)""]",nonvisual,none,[],[],0.0,"The question asks for specific stains performed to support a diagnosis, which refers to the actual laboratory procedures and report findings rather than visual morphology or WSI-derived phenotype predictions.",False
TCGA-A2-A1FX,what was the final diagnosis of the patient?,"[""infiltrating carcinoma in the left breast"", ""infiltrating carcinoma in the right breast"", ""lung cancer with metastasis"", ""melanoma with metastasis""]",nonvisual,none,[],[],0.0,"The question asks for the 'final diagnosis' which is a clinical report fact or metadata entry, not a feature directly observable or predicted from the WSI morphology; the system guidelines explicitly state that questions asking what a report actually showed are nonvisual.",False
TCGA-A2-A1FX,what was the patient’s tnm classification?,"[""t1n0m0"", ""t1n1m0"", ""t2n0m0"", ""t2n2a""]",nonvisual,none,[],[],0.0,"TNM classification is a clinical staging system based on tumor size, lymph node involvement, and metastasis, which cannot be derived from WSI morphology or the provided catalog prototypes.",False
TCGA-A2-A1FX,where was metastasis detected?,"[""brain"", ""liver"", ""axillary contents"", ""lung""]",nonvisual,none,[],[],0.0,"The question asks for the specific anatomical site of metastasis (brain, liver, axillary contents, lung), which is a clinical staging or reporting fact derived from imaging, surgery, or pathology reports, not a feature visible on the breast tissue H&E slide or covered by the provided morphology/molecular prototypes.",False
TCGA-A2-A3XU,what was the size of the infiltrative ductal carcinoma?,"[""2.5cm"", ""4.6cm"", ""3.2cm"", ""5.1cm""]",nonvisual,none,[],[],0.0,"The question asks for the exact macroscopic size of the tumor, which is a clinical measurement found in the pathology report or radiology records, not a feature visible or predictable from the WSI histology image.",False
TCGA-A2-A3XU,what is the grade of the tumor?,"[""grade i"", ""grade iii"", ""grade ii"", ""grade iv""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the tumor grade, which is directly covered by prototype P006 (histologic_grade_label).",True
TCGA-A2-A3XU,is there any evidence of dcis?,"[""yes"", ""no"", ""can't determine"", ""maybe""]",phenotype_direct,direct,"[""P004""]","[""dcis_binary""]",1.0,"The question explicitly asks for the presence of DCIS, which is directly covered by the 'dcis_binary' prototype (P004).",True
TCGA-A2-A3XU,in which margin(s) the surgical margins are involved?,"[""inferior margin"", ""lateral margin"", ""medial margin"", ""superior margin""]",nonvisual,none,[],[],0.0,"The question asks for specific surgical margin involvement (inferior, lateral, medial, superior), which is a clinical/pathology report fact regarding specimen boundaries and cannot be determined from H&E morphology or WSI-derived phenotype prototypes.",False
TCGA-A2-A3XU,what is the tnm classification of the tumor?,"[""t2, n0, mx"", ""t3, n1mi, m0"", ""t1, n1mi, m0"", ""t2, n1mi, mx""]",nonvisual,none,[],[],0.0,"TNM classification (specifically T stage size, N stage nodal status, and M stage distant metastasis) is a clinical staging system derived from macroscopic measurements, surgical findings, and imaging, not from WSI-derived histologic morphology or the provided catalog prototypes.",False
TCGA-AR-A24S,what was the grade of the tumor?,"[""nottingham grade i"", ""nottingham grade iii"", ""nottingham grade iv"", ""nottingham grade ii""]",phenotype_direct,direct,"[""P006"", ""P011"", ""P012""]","[""histologic_grade_label"", ""nottingham_total_score"", ""mitotic_score""]",0.95,"The question asks for the Nottingham grade, which is directly covered by the histologic_grade_label (P006), nottingham_total_score (P011), and mitotic_score (P012) prototypes that provide WSI-derived predictions for tumor grading.",True
TCGA-AR-A24S,was ductal carcinoma in situ present?,"[""yes"", ""no"", ""insufficient information"", ""not applicable""]",phenotype_direct,direct,"[""P004""]","[""dcis_binary""]",1.0,"The question explicitly asks for the presence of ductal carcinoma in situ (DCIS), which is directly covered by the binary prototype P004 (dcis_binary).",True
TCGA-AR-A24S,what was the size of the tumor?,"[""2.3 x 1.5 x 1.2 cm"", ""1.6 x 1.3 x 1.1 cm"", ""1.3 x 1.1 x 1.0 cm"", ""1.0 x 0.9 x 0.8 cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic clinical measurement documented in the pathology report or surgical record, not a feature visible on H&E slides or derivable from WSI morphology prototypes.",False
TCGA-AR-A24S,did the biopsy site show any changes?,"[""yes"", ""no"", ""insufficient information"", ""not applicable""]",morphology_only,none,[],[],0.0,"The question asks for a general confirmation of 'any changes' (e.g., inflammation, benign hyperplasia, or neoplasia) rather than a specific cataloged feature like histologic type or grade; no single prototype covers this broad, open-ended inquiry, so it is handled as a direct H&E morphology assessment.",True
TCGA-AR-A24S,what type of breast tissue changes were observed?,"[""nonproliferative fibrocystic changes"", ""proliferative fibrocystic changes"", ""epithelial hyperplasia"", ""no observable changes""]",morphology_only,none,[],[],0.0,"The question asks for 'breast tissue changes' with choices describing fibrocystic changes and hyperplasia, which are benign proliferative patterns not covered by the provided catalog prototypes focused on carcinoma types, grade, or molecular status.",True
TCGA-AR-A1AU,what was the grade of the infiltrating ductal carcinoma?,"[""nottingham grade i"", ""nottingham grade ii"", ""nottingham grade iii"", ""nottingham grade iv""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the Nottingham grade of the carcinoma, which directly maps to the 'histologic_grade_label' prototype (P006) covering grade 1, 2, and 3.",True
TCGA-AR-A1AU,was there any evidence of distant metastasis?,"[""yes"", ""no"", ""not mentioned"", ""cannot be determined""]",nonvisual,none,[],[],0.0,Distant metastasis is a clinical staging feature (Stage IV) or a report-dependent finding not directly visible or predictable from H&E morphology or WSI-derived histologic prototypes.,False
TCGA-E2-A14P,what is the size of the largest metastasis found?,"[""1.1 cm"", ""3 cm"", ""3.5 cm"", ""10 cm""]",nonvisual,none,[],[],0.0,"The question asks for the exact macroscopic size of the largest metastasis, which is a clinical measurement found in pathology reports or imaging records, not a feature visible or predictable from H&E morphology or WSI-derived phenotype prototypes.",False
TCGA-E2-A14P,what type of carcinoma is found in the breast lumpectomy specimen?,"[""invasive ductal carcinoma"", ""metastatic carcinoma"", ""solid and cribriform types"", ""comedo necrosis""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",0.95,"The question asks for the specific histological type of carcinoma, which is directly covered by the 'histological_type_label' prototype (P001) that classifies ductal, lobular, and other carcinoma types.",True
TCGA-E2-A14P,what is the size of the tumor found in the breast lumpectomy specimen?,"[""1.1 cm"", ""3 cm"", ""3.5 cm"", ""10 cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic clinical measurement documented in the pathology report or surgical record, not a feature visible or predictable from WSI histology images.",False
TCGA-E2-A14P,what is present in the breast lumpectomy specimen besides invasive ductal carcinoma?,"[""metastatic carcinoma"", ""comedo necrosis"", ""solid and cribriform types"", ""ductal carcinoma in situ""]",phenotype_direct,direct,"[""P001"", ""P004""]","[""histological_type_label"", ""dcis_binary""]",0.95,"The question asks for the presence of specific histologic components (DCIS) alongside invasive carcinoma, which is directly covered by the histological type label (P001) and the specific DCIS binary feature (P004).",True
TCGA-AC-A5XS,what was the size of the invasive lobular carcinoma in the breast?,"[""1.6 cm"", ""2.3 cm"", ""2.6 cm"", ""3.2 cm""]",nonvisual,none,[],[],0.0,"The question asks for the macroscopic size of the tumor, which is a clinical measurement documented in the pathology report or surgical record, not a feature visible or predictable from the WSI histology image.",False
TCGA-AC-A5XS,what was the grade of the invasive lobular carcinoma?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the histologic grade, which is directly covered by prototype P006 (histologic_grade_label).",True
TCGA-AC-A5XS,what were the results of the sentinel node biopsy?,"[""positive for carcinoma"", ""negative for carcinoma"", ""positive for lymph node involvement"", ""negative for lymph node involvement""]",nonvisual,none,[],[],0.0,"The question asks for the results of a sentinel node biopsy, which is a specific clinical assay/report finding regarding lymph node status, not a histologic phenotype visible on the primary tumor WSI or a standard morphology feature covered by the provided catalog prototypes.",False
TCGA-AC-A5XS,what were the results of the tumor receptor testing?,"[""positive for her2, negative for estrogen and progesterone receptors"", ""negative for her2, positive for estrogen and progesterone receptors"", ""positive for her2, positive for estrogen and progesterone receptors"", ""negative for her2, negative for estrogen and progesterone receptors""]",nonvisual,none,[],[],0.0,"The question explicitly asks for the results of a specific clinical assay (tumor receptor testing), which constitutes a measured report fact rather than a WSI-derived morphological prediction or visible histologic feature.",False
TCGA-AC-A5XS,what were the margin of excision results?,"[""positive for carcinoma"", ""negative for carcinoma"", ""positive for lymph node involvement"", ""negative for lymph node involvement""]",nonvisual,none,[],[],0.0,"The question asks for the margin of excision results, which is a clinical/pathology report fact regarding the status of the surgical specimen's edges, not a histologic feature visible on the WSI or covered by the provided morphology/molecular prototypes.",False
TCGA-BH-A0BQ,what was the total score for the excision of the breast?,"[""score of 2"", ""score of 4"", ""score of 6"", ""score of 8""]",nonvisual,none,[],[],0.0,"The question asks for a specific numerical score ('total score') associated with the 'excision' procedure, which refers to a clinical or surgical report metric (likely margin status or a specific surgical scoring system) rather than a histological phenotype visible on WSI or a standard pathology grade; all provided prototypes are WSI-derived predictions for histology, grade, or receptor status, none of which represent a surgical excision score.",False
TCGA-BH-A0BQ,what type of tumor is the invasive component?,"[""ductal adenocarcinoma"", ""metastatic mammary carcinoma"", ""tubular formation"", ""comedo necrosis""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",0.95,"The question asks for the histological type of the invasive component, which is directly covered by the 'histological_type_label' prototype (P001) that includes 'infiltrating ductal carcinoma' as a label.",True
TCGA-BH-A0BQ,was lymphovascular space invasion identified?,"[""yes"", ""no"", ""not enough information"", ""invasive component""]",phenotype_direct,direct,"[""P007""]","[""lymphovascular_invasion_label""]",1.0,Prototype P007 directly covers the lymphovascular invasion label required by the question.,True
TCGA-BH-A0BQ,what was the nottingham grade for the tumor type?,"[""grade 1"", ""grade 2"", ""grade 4"", ""grade 8""]",phenotype_direct,direct,"[""P006"", ""P011""]","[""histologic_grade_label"", ""nottingham_total_score""]",0.95,"The question asks for the Nottingham grade, which corresponds directly to the histologic grade label (P006) and the Nottingham total score (P011) available in the catalog prototypes.",True
TCGA-BH-A0BQ,were the surgical margins involved by the invasive component?,"[""yes"", ""no"", ""not enough information"", ""5 mm""]",nonvisual,none,[],[],0.0,"Determining whether surgical margins are involved requires examination of the gross specimen and the specific distance from the tumor to the inked margin, which is a clinical/pathology report fact not derivable from WSI morphology or the provided catalog prototypes.",False
TCGA-AR-A0TP,what was the grade of the infiltrating ductal carcinoma?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the histologic grade of the carcinoma, which is directly covered by prototype P006 (histologic_grade_label).",True
TCGA-AR-A0TP,what was the size of the tumor?,"[""2 x 2.5 x 3 cm"", ""3 x 3 x 2.5 cm"", ""3.5 x 2.5 x 3 cm"", ""3 x 2.5 x 3.5 cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic clinical measurement documented in the pathology report or surgical record, not a feature visible on H&E slides or derivable from WSI morphology prototypes.",False
TCGA-AR-A0TP,what percentage of the tumor was in situ?,"[""less than 5%"", ""less than 10%"", ""less than 15%"", ""less than 20%""]",nonvisual,none,[],[],0.0,"The question asks for a specific quantitative percentage of in situ component, which is a precise measurement or report-dependent fact not derivable from WSI-derived categorical phenotype prototypes or direct H&E visual assessment.",False
TCGA-AR-A0TP,was vascular invasion detected?,"[""yes"", ""no"", ""not mentioned"", ""unclear""]",phenotype_direct,direct,"[""P007""]","[""lymphovascular_invasion_label""]",1.0,"Prototype P007 directly covers the detection of lymphovascular invasion, which is the specific target of the question.",False
TCGA-AN-A0XW,what is the patient's cancer diagnosis?,"[""infiltrative lobular carcinoma"", ""infiltrative ductal carcinoma"", ""squamous cell carcinoma"", ""adenocarcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histological diagnosis (infiltrative lobular vs ductal vs others), which maps directly to the 'histological_type_label' field in prototype P001.",True
TCGA-AN-A0XW,what is the patient's cancer grade?,"[""1"", ""2"", ""3"", ""4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for the cancer grade, which directly corresponds to the 'histologic_grade_label' field in prototype P006.",True
TCGA-AN-A0XW,what is the tumor stage?,"[""0"", ""1"", ""2"", ""3""]",nonvisual,none,[],[],0.0,"Tumor stage (AJCC) is a clinical metric derived from tumor size, nodal status, and metastasis, which cannot be determined from H&E morphology or WSI-derived phenotype prototypes alone.",False
TCGA-AN-A0XW,what is the patient's treatment status?,"[""undergoing chemotherapy"", ""undergoing radiation therapy"", ""no treatment"", ""not specified""]",nonvisual,none,[],[],0.0,"The question asks for the patient's treatment status (chemotherapy, radiation, etc.), which is a clinical management fact not derivable from histological morphology or WSI-derived phenotype predictions.",False
TCGA-AN-A0XW,what is the anatomic site for the normal sample?,"[""skin"", ""heart"", ""blood sample"", ""liver""]",nonvisual,none,[],[],0.0,"The question asks for the anatomic site of the sample, which is a clinical metadata attribute (e.g., breast, skin, liver) not derivable from histological morphology or WSI predictions.",False
